STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
8745,-73.97209,40.75388,New York,Turtle Bay
8746,-74.01176,40.70929,New York,Financial District
8747,-73.99327,40.72763,New York,Noho
8748,-74.00558,40.7508,New York,Chelsea
8749,-73.98596,40.76832,New York,Clinton
8750,-73.98171,40.77348,New York,Lincoln Square
8751,-73.95225,40.74927,Long Island City,Long Island City
8752,-73.97772,40.78895,New York,Upper West Side
8753,-73.86335,40.76996,Flushing,
8754,-73.97965,40.73548,New York,Gramercy Park
8755,-73.96079,40.77515,New York,Upper East Side
8756,-73.97457,40.79351,New York,Upper West Side
8757,-73.98152,40.76808,New York,Clinton
8758,-73.93911,40.80519,New York,East Harlem
8759,-73.98112,40.74164,New York,Kips Bay
8760,-73.96785,40.80285,New York,Upper West Side
8761,-73.98189,40.76214,New York,Theater District-Times Square
8762,-74.00502,40.72318,New York,Soho
8763,-73.77675,40.64536,Jamaica,
8764,-73.97256,40.76025,New York,Midtown Center
8765,-73.99351,40.72749,New York,Noho
8766,-73.99633,40.72358,New York,Nolita
8767,-73.99129,40.75638,New York,Garment District
8768,-73.99304,40.72016,New York,Lower East Side
8769,-73.97561,40.77651,New York,Upper West Side
8770,-73.99477,40.75534,New York,Garment District
8771,-73.98057,40.74266,New York,Kips Bay
8772,-73.97857,40.78832,New York,Upper West Side
8773,-73.97366,40.75272,New York,Midtown Center
8774,-73.95274,40.78337,New York,Upper East Side
8775,-74.00221,40.71988,New York,Soho
8776,-73.96159,40.76868,New York,Upper East Side
8777,-73.98953,40.74741,New York,Midtown South Central
8778,-73.97192,40.76096,New York,Midtown Center
8779,-73.99463,40.74563,New York,Chelsea
8780,-73.98242,40.77894,New York,Lincoln Square
8781,-74.0086,40.72344,New York,Soho
8782,-73.97235,40.76082,New York,Midtown Center
8783,-73.87342,40.77403,Flushing,
8784,-73.9873,40.75298,New York,Garment District
8785,-73.96142,40.75619,New York,Sutton Place
8786,-73.97847,40.75686,New York,Midtown Center
8787,-73.97315,40.75176,New York,Turtle Bay
8788,-73.95458,40.77799,New York,Yorkville
8789,-73.97575,40.74899,New York,Murray Hill
8790,-73.92872,40.7875,New York,
8791,-73.98819,40.75402,New York,Garment District
8792,-74.0076,40.72568,New York,Soho
8793,-73.99128,40.74994,New York,Chelsea
8794,-73.98614,40.75692,New York,Theater District-Times Square
8795,-74.00855,40.72612,New York,Soho
8796,-73.97438,40.75103,New York,Midtown Center
8797,-73.97102,40.79431,New York,Upper West Side
8798,-73.99245,40.74322,New York,Chelsea
8799,-73.96242,40.76306,New York,Upper East Side
8800,-73.99045,40.7462,New York,Chelsea
8801,-74.011,40.71078,New York,Financial District
8802,-73.98434,40.75472,New York,Theater District-Times Square
8803,-74.00875,40.70745,New York,Financial District
8804,-73.99294,40.74857,New York,Chelsea
8805,-73.99288,40.73728,New York,Flatiron District
8806,-73.97506,40.76544,New York,Midtown Center
8807,-73.9698,40.75289,New York,Turtle Bay
8808,-73.99258,40.71992,New York,Lower East Side
8809,-73.96011,40.76952,New York,Upper East Side
8810,-73.97629,40.78224,New York,Upper West Side
8811,-73.968,40.75974,New York,Midtown Center
8812,-73.99716,40.7263,New York,Greenwich Village
8813,-73.99656,40.75501,New York,Hells Kitchen
8814,-73.99253,40.74931,New York,Chelsea
8815,-73.93111,40.76073,Astoria,Astoria
8816,-73.96465,40.79178,New York,Upper West Side
8817,-74.01293,40.71694,New York,Tribeca
8818,-74.0013,40.7319,New York,West Village
8819,-73.95508,40.76508,New York,Upper East Side
8820,-73.96595,40.76299,New York,Upper East Side
8821,-73.95986,40.76283,New York,Upper East Side
8822,0,0,,
8823,-73.97097,40.796,New York,Upper West Side
8824,-73.97654,40.75216,New York,Midtown Center
8825,-73.97591,40.74869,New York,Murray Hill
8826,-73.98705,40.72944,New York,East Village
8827,-73.96145,40.77188,New York,Upper East Side
8828,-73.86277,40.76842,Flushing,
8829,-73.97634,40.75241,New York,Midtown Center
8830,-73.95583,40.78211,New York,Upper East Side
8831,-74.013,40.71625,New York,Battery Park City
8832,-73.99703,40.76262,New York,Clinton
8833,-74.00444,40.71609,New York,Civic Center
8834,-74.00232,40.71972,New York,Soho
8835,-73.97454,40.79106,New York,Upper West Side
8836,-73.98059,40.74771,New York,Murray Hill
8837,-74.00791,40.74128,New York,Meatpacking District
8838,-73.95963,40.76441,New York,Upper East Side
8839,-74.00271,40.73393,New York,West Village
8840,-73.95326,40.77574,New York,Yorkville
8841,-73.97845,40.72967,New York,East Village
8842,-73.99133,40.74992,New York,Chelsea
8843,-73.97679,40.78005,New York,Upper West Side
8844,-73.97319,40.76426,New York,Midtown Center
8845,-73.94986,40.78722,New York,East Harlem
8846,-73.97563,40.78966,New York,Upper West Side
8847,-73.97664,40.76423,New York,Midtown Center
8848,-73.99558,40.76944,New York,Clinton
8849,-73.99667,40.74432,New York,Chelsea
8850,-73.97374,40.7944,New York,Upper West Side
8851,-73.983,40.76772,New York,Clinton
8852,-73.98252,40.75915,New York,Theater District-Times Square
8853,-73.99809,40.72279,New York,Soho
8854,-73.96029,40.81574,New York,Morningside Heights
8855,-73.95876,40.81532,New York,Morningside Heights
8856,-73.79778,40.70928,Jamaica,Jamaica Hills
8857,-73.97706,40.74751,New York,Murray Hill
8858,-73.98173,40.74399,New York,Kips Bay
8859,-73.98785,40.73827,New York,Flatiron District
8860,-73.94815,40.78277,New York,Yorkville
8861,-73.98535,40.75,New York,Koreatown
8862,-74.00437,40.75203,New York,Chelsea
8863,-74.00316,40.72525,New York,Soho
8864,-74.0096,40.71578,New York,Tribeca
8865,-73.97033,40.76443,New York,Upper East Side
8866,-73.97656,40.7483,New York,Murray Hill
8867,-73.98403,40.72312,New York,East Village
8868,-73.97826,40.77315,New York,Lincoln Square
8869,-73.98571,40.73537,New York,Gramercy Park
8870,-73.98366,40.74256,New York,Kips Bay
8871,-73.97993,40.76051,New York,Theater District-Times Square
8872,-73.98168,40.7365,New York,Gramercy Park
8873,-73.97416,40.76278,New York,Midtown Center
8874,-73.98732,40.72931,New York,East Village
8875,0,0,,
8876,-73.98768,40.7195,New York,Lower East Side
8877,-73.98165,40.74089,New York,Kips Bay
8878,-73.94873,40.7777,New York,Yorkville
8879,-73.99122,40.75554,New York,Garment District
8880,-73.97353,40.76927,New York,Central Park
8881,-73.87458,40.77408,Flushing,
8882,-73.98739,40.75469,New York,Theater District-Times Square
8883,-73.9878,40.73472,New York,Gramercy Park
8884,-73.98725,40.75629,New York,Theater District-Times Square
8885,-73.78992,40.64384,Jamaica,
8886,-73.95162,40.78122,New York,Yorkville
8887,-73.97531,40.79003,New York,Upper West Side
8888,-73.99439,40.75077,New York,Chelsea
8889,-73.95465,40.7793,New York,Upper East Side
8890,-73.98223,40.7747,New York,Lincoln Square
8891,-73.94995,40.71777,Brooklyn,Greenpoint
8892,-73.98067,40.75065,New York,Midtown South Central
8893,-73.96347,40.76582,New York,Upper East Side
8894,-73.99988,40.71813,New York,Chinatown
8895,-73.95582,40.76423,New York,Upper East Side
8896,0,0,,
8897,-73.96,40.76229,New York,Upper East Side
8898,-73.98208,40.77766,New York,Lincoln Square
8899,-73.98391,40.76502,New York,Clinton
8900,-73.98217,40.72778,New York,East Village
8901,-73.98208,40.75684,New York,Midtown Center
8902,-73.98081,40.76337,New York,Clinton
8903,-73.99073,40.75097,New York,Chelsea
8904,-73.9916,40.75469,New York,Garment District
8905,-73.9859,40.74648,New York,Midtown South Central
8906,-73.9916,40.75016,New York,Chelsea
8907,-73.98854,40.73142,New York,Greenwich Village
8908,-73.99133,40.73382,New York,Greenwich Village
8909,-73.9741,40.74341,New York,Kips Bay
8910,-73.98855,40.73119,New York,East Village
8911,-73.97423,40.75652,New York,Midtown Center
8912,-73.98995,40.73039,New York,Greenwich Village
8913,-73.96668,40.80433,New York,Morningside Heights
8914,-74.00665,40.74401,New York,Chelsea
8915,-73.97292,40.76094,New York,Midtown Center
8916,-74.01609,40.7111,New York,Battery Park City
8917,-73.96577,40.75745,New York,Turtle Bay
8918,-74.00022,40.72722,New York,Greenwich Village
8919,-73.9941,40.72271,New York,Nolita
8920,-73.99386,40.73552,New York,Greenwich Village
8921,-73.95594,40.78471,New York,Upper East Side
8922,-74.00089,40.7464,New York,Chelsea
8923,-74.00768,40.73241,New York,West Village
8924,-73.98419,40.73204,New York,Gramercy Park
8925,-73.98232,40.76827,New York,Clinton
8926,-73.96176,40.66225,Brooklyn,Prospect Lefferts Gardens
8927,-73.84397,40.7212,Forest Hills,Forest Hills
8928,-74.0089,40.71804,New York,Tribeca
8929,-74.0161,40.715,New York,Battery Park City
8930,-73.97513,40.74116,New York,Kips Bay
8931,-73.97637,40.75178,New York,Midtown Center
8932,-73.95843,40.77737,New York,Upper East Side
8933,-73.99518,40.74482,New York,Chelsea
8934,-73.9646,40.75602,New York,Turtle Bay
8935,-73.97239,40.74967,New York,Murray Hill
8936,-73.99967,40.73896,New York,Chelsea
8937,-73.99881,40.7127,New York,Two Bridges
8938,-74.00572,40.73669,New York,West Village
8939,-73.99899,40.75488,New York,Hells Kitchen
8940,-73.99137,40.72707,New York,East Village
8941,-73.99477,40.76067,New York,Clinton
8942,-73.98923,40.7185,New York,Lower East Side
8943,-73.95966,40.71131,Brooklyn,Williamsburg
8944,-74.00532,40.74572,New York,Chelsea
8945,-73.97615,40.75979,New York,Midtown Center
8946,-73.95343,40.77861,New York,Yorkville
8947,-73.95137,40.77866,New York,Yorkville
8948,-73.96088,40.7721,New York,Upper East Side
8949,-73.98247,40.721,New York,Lower East Side
8950,-74.00006,40.71907,New York,Chinatown
8951,-73.96078,40.77824,New York,Upper East Side
8952,-73.99538,40.74401,New York,Chelsea
8953,-73.98392,40.73022,New York,East Village
8954,-73.96787,40.79259,New York,Upper West Side
8955,-73.94983,40.77695,New York,Yorkville
8956,-73.99423,40.74106,New York,Chelsea
8957,-73.95237,40.77812,New York,Yorkville
8958,-73.97931,40.72771,New York,East Village
8959,-73.98929,40.71825,New York,Lower East Side
8960,-73.96056,40.81285,New York,Morningside Heights
8961,-74.00786,40.73248,New York,West Village
8962,-73.97511,40.75994,New York,Midtown Center
8963,-73.96144,40.765,New York,Upper East Side
8964,-73.95648,40.71696,Brooklyn,Greenpoint
8965,-73.99962,40.74022,New York,Chelsea
8966,-73.9752,40.74973,New York,Murray Hill
8967,-73.99517,40.73963,New York,Chelsea
8968,-73.96982,40.76234,New York,Midtown Center
8969,-73.97423,40.78383,New York,Upper West Side
8970,-73.99759,40.72123,New York,Soho
8971,-73.96886,40.76126,New York,Midtown Center
8972,-73.98386,40.76066,New York,Theater District-Times Square
8973,-73.9532,40.76684,New York,Upper East Side
8974,-73.9954,40.75466,New York,Garment District
8975,-73.97117,40.79562,New York,Upper West Side
8976,-73.96556,40.76532,New York,Upper East Side
8977,-73.92834,40.76929,Astoria,Astoria
8978,-73.96915,40.79562,New York,Upper West Side
8979,-73.99581,40.7267,New York,Greenwich Village
8980,-73.97116,40.79878,New York,Upper West Side
8981,-74.01401,40.70951,New York,Financial District
8982,-74.00459,40.74219,New York,Chelsea
8983,-73.99801,40.76139,New York,Clinton
8984,-73.96962,40.76322,New York,Upper East Side
8985,-73.96516,40.76938,New York,Upper East Side
8986,-73.9735,40.76409,New York,Midtown Center
8987,-73.98988,40.69614,Brooklyn,Downtown Brooklyn
8988,-73.98644,40.74912,New York,Koreatown
8989,-74.00574,40.71209,New York,Civic Center
8990,-74.00634,40.73342,New York,West Village
8991,-73.99802,40.72094,New York,Chinatown
8992,-74.00973,40.70451,New York,Financial District
8993,-73.98772,40.73859,New York,Flatiron District
8994,-73.95579,40.76415,New York,Upper East Side
8995,-73.99621,40.7436,New York,Chelsea
8996,-73.91143,40.74576,Woodside,Woodside
8997,-73.95387,40.77487,New York,Yorkville
8998,-73.94896,40.78081,New York,Yorkville
8999,-73.99149,40.76002,New York,Clinton
9000,-73.98809,40.73207,New York,Greenwich Village
9001,-73.98277,40.72693,New York,East Village
9002,-73.98337,40.76,New York,Theater District-Times Square
9003,-73.99053,40.75108,New York,Garment District
9004,-73.98787,40.72847,New York,East Village
9005,-73.96963,40.75712,New York,Turtle Bay
9006,-73.97875,40.78536,New York,Upper West Side
9007,-73.99506,40.69267,Brooklyn,
9008,-74.0018,40.73554,New York,West Village
9009,-73.86335,40.76964,Flushing,
9010,-73.98538,40.76328,New York,Clinton
9011,-73.98019,40.73897,New York,Kips Bay
9012,-74.0037,40.72698,New York,Soho
9013,-73.95759,40.77014,New York,Upper East Side
9014,-73.98709,40.76605,New York,Clinton
9015,-73.99161,40.7698,New York,Clinton
9016,-73.98102,40.76444,New York,Clinton
9017,-74.0072,40.7054,New York,Financial District
9018,-73.99019,40.74082,New York,Flatiron District
9019,-73.98098,40.75033,New York,Midtown South Central
9020,-73.86279,40.76896,Flushing,
9021,-73.98193,40.76576,New York,Clinton
9022,-73.78204,40.64473,Jamaica,
9023,-73.99458,40.76409,New York,Clinton
9024,-73.9684,40.75063,New York,Turtle Bay
9025,-73.87453,40.77407,Flushing,
9026,-73.96011,40.76129,New York,Upper East Side
9027,-73.98751,40.76076,New York,Clinton
9028,-73.98282,40.77168,New York,Lincoln Square
9029,-73.96236,40.77296,New York,Upper East Side
9030,-73.98511,40.75511,New York,Theater District-Times Square
9031,-74.00437,40.74187,New York,Chelsea
9032,-73.99255,40.73008,New York,Noho
9033,-73.98977,40.74185,New York,Midtown South Central
9034,-73.97783,40.74634,New York,Murray Hill
9035,-73.98802,40.71862,New York,Lower East Side
9036,-73.78214,40.64472,Jamaica,
9037,-73.99277,40.75417,New York,Garment District
9038,-73.959,40.76911,New York,Upper East Side
9039,-73.99626,40.73256,New York,Greenwich Village
9040,-73.9571,40.77742,New York,Upper East Side
9041,-73.96655,40.76201,New York,Upper East Side
9042,-73.99356,40.74245,New York,Chelsea
9043,-73.98262,40.7231,New York,East Village
9044,-73.99694,40.7256,New York,Greenwich Village
9045,-74.0088,40.71972,New York,Tribeca
9046,-73.96017,40.77328,New York,Upper East Side
9047,-73.97113,40.75167,New York,Turtle Bay
9048,-73.99479,40.74566,New York,Chelsea
9049,-73.95837,40.71932,Brooklyn,Greenpoint
9050,-73.97965,40.73969,New York,Kips Bay
9051,-73.98587,40.75697,New York,Theater District-Times Square
9052,-73.98095,40.75906,New York,Midtown Center
9053,-73.98174,40.75804,New York,Midtown Center
9054,-73.77678,40.6458,Jamaica,
9055,-73.98879,40.75903,New York,Clinton
9056,-73.97795,40.72534,New York,East Village
9057,-73.97472,40.74257,New York,Kips Bay
9058,-73.98239,40.77513,New York,Lincoln Square
9059,-73.96823,40.79213,New York,Upper West Side
9060,-74.00263,40.73064,New York,West Village
9061,-73.96916,40.78567,New York,Upper West Side
9062,-73.95656,40.76797,New York,Upper East Side
9063,-73.97096,40.76144,New York,Midtown Center
9064,-73.99469,40.75045,New York,Chelsea
9065,-73.94455,40.78785,New York,East Harlem
9066,-73.98239,40.77551,New York,Lincoln Square
9067,-73.99872,40.73405,New York,Greenwich Village
9068,-73.96011,40.77893,New York,Upper East Side
9069,-73.9769,40.72239,New York,East Village
9070,-73.99066,40.75119,New York,Garment District
9071,-73.98252,40.74517,New York,Kips Bay
9072,-74.00198,40.7506,New York,Chelsea
9073,-73.9534,40.77135,New York,Upper East Side
9074,-73.95936,40.76315,New York,Upper East Side
9075,-73.99303,40.73667,New York,Flatiron District
9076,-73.97195,40.75661,New York,Midtown Center
9077,-73.98739,40.73308,New York,Greenwich Village
9078,-73.98181,40.74388,New York,Kips Bay
9079,-73.94012,40.75122,Long Island City,Long Island City
9080,-73.98717,40.75641,New York,Theater District-Times Square
9081,-73.94097,40.71255,Brooklyn,East Williamsburg
9082,-73.99996,40.72174,New York,Soho
9083,-73.9944,40.76111,New York,Clinton
9084,-74.00386,40.7418,New York,Chelsea
9085,-73.9892,40.75863,New York,Clinton
9086,-74.00199,40.7301,New York,West Village
9087,-73.99408,40.72849,New York,Noho
9088,0,0,,
9089,-74.00385,40.7383,New York,West Village
9090,-73.96114,40.75985,New York,Upper East Side
9091,-74.00082,40.73901,New York,West Village
9092,-73.98282,40.77685,New York,Lincoln Square
9093,-73.99694,40.73729,New York,West Village
9094,-73.99054,40.73424,New York,Greenwich Village
9095,-73.99359,40.75696,New York,Garment District
9096,-73.98759,40.76288,New York,Clinton
9097,-73.96849,40.76479,New York,Upper East Side
9098,-73.95661,40.76678,New York,Upper East Side
9099,-73.98355,40.72141,New York,East Village
9100,-73.98099,40.75959,New York,Theater District-Times Square
9101,-73.98584,40.75279,New York,Garment District
9102,-73.9539,40.76591,New York,Upper East Side
9103,-73.97011,40.75902,New York,Midtown Center
9104,0,0,,
9105,-73.97007,40.79951,New York,Upper West Side
9106,-73.97806,40.75133,New York,Murray Hill
9107,-73.99412,40.75168,New York,Chelsea
9108,-73.98167,40.75791,New York,Midtown Center
9109,-73.95297,40.77672,New York,Yorkville
9110,-73.96933,40.79815,New York,Upper West Side
9111,-73.99385,40.76171,New York,Clinton
9112,-73.99786,40.73204,New York,Greenwich Village
9113,-73.96902,40.76717,New York,Upper East Side
9114,-73.98785,40.75664,New York,Theater District-Times Square
9115,-73.97853,40.75254,New York,Midtown Center
9116,-73.97595,40.74492,New York,Murray Hill
9117,-73.98473,40.74255,New York,Midtown South Central
9118,-73.97241,40.78122,New York,Upper West Side
9119,-73.98346,40.7419,New York,Kips Bay
9120,-73.99897,40.73407,New York,Greenwich Village
9121,-73.98991,40.74084,New York,Flatiron District
9122,-74.0031,40.74744,New York,Chelsea
9123,-73.95118,40.78606,New York,East Harlem
9124,-73.9797,40.75568,New York,Midtown Center
9125,-73.9845,40.76732,New York,Clinton
9126,-73.97573,40.74497,New York,Murray Hill
9127,-74.00011,40.73332,New York,West Village
9128,-74.00095,40.72573,New York,Soho
9129,-73.99391,40.76686,New York,Clinton
9130,-73.97681,40.78003,New York,Upper West Side
9131,-73.95176,40.71496,Brooklyn,Greenpoint
9132,-73.98362,40.76067,New York,Theater District-Times Square
9133,-73.94632,40.77296,New York,Yorkville
9134,-74.00038,40.72911,New York,Greenwich Village
9135,-73.98977,40.75875,New York,Clinton
9136,-74.00797,40.72284,New York,Tribeca
9137,-73.99821,40.7237,New York,Soho
9138,-73.97198,40.7623,New York,Midtown Center
9139,-73.99283,40.75749,New York,Garment District
9140,-73.78362,40.64873,Jamaica,
9141,-73.9786,40.76036,New York,Midtown Center
9142,-73.95583,40.77966,New York,Upper East Side
9143,-73.97872,40.75328,New York,Midtown Center
9144,-73.98915,40.74903,New York,Chelsea
9145,-73.9694,40.79829,New York,Upper West Side
9146,-73.99337,40.73683,New York,Flatiron District
9147,-73.97961,40.78643,New York,Upper West Side
9148,-73.97214,40.74593,New York,Tudor City
9149,-74.00522,40.74067,New York,West Village
9150,-73.96892,40.75742,New York,Turtle Bay
9151,-73.96995,40.68953,Brooklyn,Clinton Hill
9152,-73.9908,40.77132,New York,Clinton
9153,-74.00512,40.71849,New York,Tribeca
9154,-73.9678,40.76572,New York,Upper East Side
9155,-73.97392,40.78416,New York,Upper West Side
9156,-73.96614,40.75851,New York,Turtle Bay
9157,-73.94658,40.78418,New York,East Harlem
9158,-74.00491,40.72108,New York,Tribeca
9159,-73.98772,40.76532,New York,Clinton
9160,-73.97646,40.78553,New York,Upper West Side
9161,-73.99136,40.73289,New York,Greenwich Village
9162,-73.98202,40.76259,New York,Theater District-Times Square
9163,-73.96226,40.77028,New York,Upper East Side
9164,0,0,,
9165,-73.97442,40.76085,New York,Midtown Center
9166,-73.96028,40.76539,New York,Upper East Side
9167,-73.97589,40.75816,New York,Midtown Center
9168,-73.97859,40.76326,New York,Clinton
9169,0,0,,
9170,-74.00007,40.76171,New York,Clinton
9171,-73.99354,40.7272,New York,Noho
9172,-74.01009,40.72008,New York,Tribeca
9173,-73.96344,40.75752,New York,Sutton Place
9174,-73.96731,40.75281,New York,Turtle Bay
9175,-73.98896,40.73657,New York,Flatiron District
9176,-73.97552,40.78974,New York,Upper West Side
9177,-73.99145,40.72635,New York,East Village
9178,-73.99379,40.72743,New York,Noho
9179,-73.9521,40.77303,New York,Yorkville
9180,-73.9715,40.76037,New York,Midtown Center
9181,-73.98593,40.74241,New York,Midtown South Central
9182,-74.00567,40.74055,New York,West Village
9183,-74.01092,40.71114,New York,Financial District
9184,-73.96477,40.7639,New York,Upper East Side
9185,-73.93872,40.80521,New York,East Harlem
9186,-74.00832,40.7067,New York,Financial District
9187,-73.9526,40.72727,Brooklyn,Greenpoint
9188,-73.96539,40.77147,New York,Upper East Side
9189,-73.96785,40.79259,New York,Upper West Side
9190,-73.95262,40.78076,New York,Upper East Side
9191,-73.99316,40.75556,New York,Garment District
9192,-73.95508,40.72446,Brooklyn,Greenpoint
9193,-73.86582,40.77059,Flushing,
9194,-73.9797,40.75501,New York,Midtown Center
9195,-73.98462,40.74241,New York,Kips Bay
9196,-74.00882,40.70405,New York,Financial District
9197,-73.99226,40.74842,New York,Chelsea
9198,-73.99229,40.74919,New York,Chelsea
9199,-74.00699,40.73487,New York,West Village
9200,-73.98789,40.73527,New York,Gramercy Park
9201,-73.98493,40.73948,New York,Gramercy Park
9202,0,0,,
9203,-73.98857,40.74883,New York,Chelsea
9204,-73.94907,40.77696,New York,Yorkville
9205,-73.96118,40.76055,New York,Upper East Side
9206,-73.99042,40.76993,New York,Clinton
9207,-74.00305,40.72334,New York,Soho
9208,-73.98159,40.74655,New York,Kips Bay
9209,-74.00857,40.71995,New York,Tribeca
9210,-73.94455,40.80889,New York,Harlem
9211,-73.98728,40.77609,New York,Lincoln Square
9212,-73.98409,40.78036,New York,Upper West Side
9213,-74.00903,40.7075,New York,Financial District
9214,-73.99014,40.76174,New York,Clinton
9215,-73.88528,40.77302,Flushing,
9216,-73.98597,40.73476,New York,Gramercy Park
9217,-73.9778,40.74607,New York,Murray Hill
9218,-73.86338,40.77,Flushing,
9219,-73.98746,40.7561,New York,Theater District-Times Square
9220,-73.79678,40.64472,Jamaica,
9221,-73.9859,40.74658,New York,Midtown South Central
9222,-73.98847,40.74813,New York,Koreatown
9223,-74.00872,40.73262,New York,West Village
9224,-74.00476,40.74189,New York,Chelsea
9225,-73.94955,40.7726,New York,Yorkville
9226,-73.97626,40.75033,New York,Murray Hill
9227,-74.00369,40.72267,New York,Soho
9228,-73.9999,40.74865,New York,Chelsea
9229,-73.9834,40.74775,New York,Midtown South Central
9230,-73.98243,40.76287,New York,Theater District-Times Square
9231,-73.98435,40.7606,New York,Theater District-Times Square
9232,-73.97779,40.72988,New York,Stuyvesant Town
9233,-73.98891,40.71711,New York,Lower East Side
9234,-74.00536,40.72642,New York,Soho
9235,-74.00666,40.71638,New York,Tribeca
9236,-73.98239,40.71958,New York,Lower East Side
9237,-73.98624,40.71581,New York,Lower East Side
9238,-73.99003,40.73443,New York,Greenwich Village
9239,-73.98328,40.76286,New York,Theater District-Times Square
9240,-73.98752,40.75212,New York,Garment District
9241,-74.00899,40.73803,New York,West Village
9242,-73.97375,40.75502,New York,Midtown Center
9243,-74.00757,40.74078,New York,Meatpacking District
9244,-73.97426,40.76241,New York,Midtown Center
9245,-73.87073,40.77378,Flushing,East Elmhurst
9246,-73.97833,40.74146,New York,Kips Bay
9247,-73.99656,40.73711,New York,Greenwich Village
9248,-73.98195,40.77172,New York,Lincoln Square
9249,-73.95169,40.80969,New York,Morningside Heights
9250,-73.94505,40.71154,Brooklyn,East Williamsburg
9251,-73.96022,40.76609,New York,Upper East Side
9252,-74.00759,40.70468,New York,Financial District
9253,-73.99221,40.75478,New York,Garment District
9254,-73.87301,40.77407,Flushing,
9255,-74.0179,40.70629,New York,Battery Park City
9256,-73.98423,40.74691,New York,Midtown South Central
9257,-73.99726,40.72368,New York,Soho
9258,-74.00207,40.72977,New York,Greenwich Village
9259,-73.96361,40.76596,New York,Upper East Side
9260,-73.96914,40.76278,New York,Upper East Side
9261,-73.87458,40.77411,Flushing,
9262,-73.94181,40.75461,Long Island City,Long Island City
9263,-73.96944,40.75352,New York,Turtle Bay
9264,-74.00471,40.74199,New York,Chelsea
9265,-74.01526,40.7095,New York,Battery Park City
9266,-73.99598,40.73263,New York,Greenwich Village
9267,-74.00712,40.7119,New York,Financial District
9268,-73.97861,40.76235,New York,Midtown Center
9269,-73.9674,40.77201,New York,Upper East Side
9270,-73.95239,40.78105,New York,Upper East Side
9271,-73.95503,40.77935,New York,Upper East Side
9272,-73.9622,40.77921,New York,Central Park
9273,-73.99756,40.72184,New York,Soho
9274,-73.99435,40.74097,New York,Chelsea
9275,-74.00449,40.70764,New York,Financial District
9276,-73.78179,40.64444,Jamaica,
9277,-74.00434,40.74174,New York,Chelsea
9278,-73.99162,40.72986,New York,Noho
9279,0,0,,
9280,-73.96107,40.80692,New York,Morningside Heights
9281,-73.99383,40.75131,New York,Chelsea
9282,-73.96124,40.77658,New York,Upper East Side
9283,-73.97976,40.75273,New York,Midtown South Central
9284,-73.99484,40.70276,Brooklyn,
9285,-73.9886,40.72268,New York,Lower East Side
9286,-73.98526,40.76654,New York,Clinton
9287,-73.9919,40.74999,New York,Chelsea
9288,-73.99958,40.72827,New York,Greenwich Village
9289,-73.98418,40.72868,New York,East Village
9290,-73.98512,40.73248,New York,Gramercy Park
9291,-74.00334,40.72695,New York,Soho
9292,-73.99854,40.75031,New York,Chelsea
9293,-73.98187,40.7574,New York,Midtown Center
9294,-73.97713,40.7471,New York,Murray Hill
9295,-73.9708,40.75831,New York,Midtown Center
9296,-73.95432,40.77812,New York,Yorkville
9297,-73.98342,40.73989,New York,Kips Bay
9298,-74.0067,40.73083,New York,West Village
9299,-73.95682,40.77581,New York,Upper East Side
9300,-73.78994,40.64704,Jamaica,
9301,-73.99512,40.74384,New York,Chelsea
9302,-73.96626,40.76226,New York,Upper East Side
9303,-73.95348,40.80214,New York,Harlem
9304,-73.99568,40.74409,New York,Chelsea
9305,-73.97916,40.75882,New York,Midtown Center
9306,-73.96044,40.77302,New York,Upper East Side
9307,-73.95597,40.7636,New York,Upper East Side
9308,-73.99888,40.73981,New York,Chelsea
9309,-73.87318,40.77414,Flushing,
9310,-73.98876,40.74153,New York,Midtown South Central
9311,-73.95269,40.80329,New York,Harlem
9312,-73.99273,40.74877,New York,Chelsea
9313,-74.01006,40.72058,New York,Tribeca
9314,-73.97541,40.74612,New York,Murray Hill
9315,-73.99747,40.73636,New York,Greenwich Village
9316,-73.98599,40.73503,New York,Gramercy Park
9317,-73.99514,40.74447,New York,Chelsea
9318,-73.98902,40.72072,New York,Lower East Side
9319,-74.00008,40.7306,New York,Greenwich Village
9320,-73.99116,40.76561,New York,Clinton
9321,-73.99272,40.75375,New York,Garment District
9322,-73.99966,40.74338,New York,Chelsea
9323,-74.00227,40.72955,New York,West Village
9324,-73.97638,40.7553,New York,Midtown Center
9325,-74.01333,40.70508,New York,Financial District
9326,-74.00636,40.73315,New York,West Village
9327,-74.01618,40.70637,New York,Financial District
9328,-74.00322,40.74878,New York,Chelsea
9329,-73.98994,40.75631,New York,Theater District-Times Square
9330,-73.99198,40.75056,New York,Chelsea
9331,-73.9642,40.77368,New York,Upper East Side
9332,-73.99413,40.72453,New York,Nolita
9333,-73.99918,40.74737,New York,Chelsea
9334,-73.9865,40.75976,New York,Theater District-Times Square
9335,-73.96483,40.71682,Brooklyn,Williamsburg
9336,-73.97126,40.73767,New York,
9337,-74.00312,40.7332,New York,West Village
9338,-73.96284,40.76282,New York,Upper East Side
9339,-73.97582,40.72839,New York,East Village
9340,-73.95166,40.7816,New York,Yorkville
9341,-73.97242,40.79377,New York,Upper West Side
9342,-73.98094,40.7696,New York,Lincoln Square
9343,-73.98447,40.74578,New York,Midtown South Central
9344,-73.97749,40.7615,New York,Midtown Center
