STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
8948,-73.96787,40.76246,New York,Upper East Side
8949,-73.99062,40.72372,New York,East Village
8950,-73.98978,40.74191,New York,Midtown South Central
8951,-73.97439,40.75666,New York,Midtown Center
8952,-73.98241,40.73469,New York,Gramercy Park
8953,-73.98066,40.73414,New York,Gramercy Park
8954,-73.99245,40.75172,New York,Chelsea
8955,-73.95053,40.78416,New York,Upper East Side
8956,-73.98978,40.74119,New York,Flatiron District
8957,-73.94352,40.80194,New York,East Harlem
8958,-73.99127,40.7488,New York,Chelsea
8959,-73.9445,40.71155,Brooklyn,East Williamsburg
8960,-73.96499,40.80674,New York,Morningside Heights
8961,-74.00289,40.71833,New York,Tribeca
8962,-73.94657,40.77736,New York,Yorkville
8963,-73.98556,40.72774,New York,East Village
8964,-73.98601,40.77792,New York,Lincoln Square
8965,-73.99401,40.72737,New York,Noho
8966,-73.95515,40.76614,New York,Upper East Side
8967,-73.95176,40.77354,New York,Yorkville
8968,-73.97132,40.75818,New York,Midtown Center
8969,-73.96565,40.79029,New York,Upper West Side
8970,-73.96022,40.80646,New York,Morningside Heights
8971,-73.93927,40.79938,New York,East Harlem
8972,-74.00249,40.76074,New York,Hells Kitchen
8973,-73.97063,40.76002,New York,Midtown Center
8974,-74.00792,40.74255,New York,Chelsea
8975,-73.94621,40.83518,New York,Washington Heights South
8976,-73.94734,40.77773,New York,Yorkville
8977,-73.97243,40.76135,New York,Midtown Center
8978,-73.969,40.79584,New York,Upper West Side
8979,-73.99655,40.74757,New York,Chelsea
8980,-73.98901,40.77327,New York,Lincoln Square
8981,-73.98735,40.75616,New York,Theater District-Times Square
8982,-73.99206,40.72651,New York,Noho
8983,-74.00395,40.75858,New York,Hells Kitchen
8984,-73.95365,40.76689,New York,Upper East Side
8985,-74.00432,40.72176,New York,Soho
8986,-73.98587,40.75828,New York,Theater District-Times Square
8987,-74.0109,40.70909,New York,Financial District
8988,-73.97179,40.74605,New York,Tudor City
8989,-74.0089,40.71131,New York,Financial District
8990,-73.99329,40.74545,New York,Chelsea
8991,-74.00648,40.73793,New York,West Village
8992,-73.98718,40.6099,Brooklyn,Bensonhurst
8993,-73.97607,40.75391,New York,Midtown Center
8994,-73.9539,40.80644,New York,Harlem
8995,-74.00778,40.73555,New York,West Village
8996,-73.9599,40.77202,New York,Upper East Side
8997,-73.97212,40.75981,New York,Midtown Center
8998,-73.97351,40.76412,New York,Midtown Center
8999,-73.91742,40.76505,Astoria,Astoria
9000,-74.00594,40.72035,New York,Tribeca
9001,-73.9845,40.73677,New York,Gramercy Park
9002,-73.9706,40.76222,New York,Midtown Center
9003,-73.99601,40.72186,New York,Nolita
9004,-73.99232,40.72131,New York,Lower East Side
9005,-73.9167,40.7647,Astoria,Astoria
9006,-73.96707,40.78864,New York,Upper West Side
9007,-73.86175,40.76839,Flushing,
9008,-74.00602,40.73313,New York,West Village
9009,-73.98593,40.73093,New York,East Village
9010,-73.98291,40.72822,New York,East Village
9011,-74.00366,40.68457,Brooklyn,Columbia Street Waterfront District
9012,-74.00507,40.75217,New York,Chelsea
9013,-73.96551,40.76587,New York,Upper East Side
9014,-73.98771,40.75311,New York,Garment District
9015,-74.01686,40.70512,New York,Battery Park City
9016,-73.98887,40.76759,New York,Clinton
9017,-73.99709,40.72398,New York,Soho
9018,-73.98561,40.72344,New York,East Village
9019,-73.97628,40.7589,New York,Midtown Center
9020,-73.96852,40.75563,New York,Turtle Bay
9021,-73.78804,40.64743,Jamaica,
9022,-73.74559,40.73592,Oakland Gardens,Oakland Gardens
9023,-73.96389,40.80786,New York,Morningside Heights
9024,-73.936,40.85179,New York,Washington Heights North
9025,-73.98902,40.74123,New York,Flatiron District
9026,-74.01126,40.70426,New York,Financial District
9027,-73.98214,40.7725,New York,Lincoln Square
9028,-74.00718,40.74141,New York,Meatpacking District
9029,-73.97748,40.78944,New York,Upper West Side
9030,-73.97568,40.76279,New York,Midtown Center
9031,-73.97865,40.75242,New York,Midtown South Central
9032,-73.97824,40.75129,New York,Murray Hill
9033,-73.99439,40.72469,New York,Nolita
9034,-73.95168,40.78203,New York,Upper East Side
9035,-73.9271,40.76282,Astoria,Astoria
9036,-73.85536,40.73128,Rego Park,Forest Hills
9037,-73.98179,40.74643,New York,Kips Bay
9038,-73.97492,40.75291,New York,Midtown Center
9039,-73.98383,40.7286,New York,East Village
9040,-73.96632,40.76483,New York,Upper East Side
9041,-73.95297,40.76913,New York,Upper East Side
9042,-73.97677,40.73922,New York,Kips Bay
9043,-73.97195,40.76219,New York,Midtown Center
9044,-74.00486,40.73471,New York,West Village
9045,-73.99342,40.73328,New York,Greenwich Village
9046,-73.95411,40.77065,New York,Upper East Side
9047,-73.98181,40.73697,New York,Gramercy Park
9048,-73.99571,40.73875,New York,Flatiron District
9049,-73.92002,40.69051,Brooklyn,Bushwick
9050,-73.99759,40.73857,New York,Chelsea
9051,-73.9904,40.75089,New York,Chelsea
9052,-74.03066,40.6174,Brooklyn,Bay Ridge & Fort Hamilton
9053,-73.95454,40.78032,New York,Upper East Side
9054,-74.00918,40.64258,Brooklyn,Sunset Park
9055,-73.98438,40.75095,New York,Midtown South Central
9056,-74.00982,40.72206,New York,Tribeca
9057,-73.95972,40.70617,Brooklyn,Williamsburg
9058,-73.93467,40.84797,New York,Washington Heights South
9059,-73.98902,40.77664,New York,Lincoln Square
9060,-73.99741,40.72241,New York,Soho
9061,-73.95584,40.77967,New York,Upper East Side
9062,-73.97429,40.76256,New York,Midtown Center
9063,-73.9833,40.76101,New York,Theater District-Times Square
9064,-74.01235,40.71693,New York,Tribeca
9065,-73.96102,40.76168,New York,Upper East Side
9066,-73.96769,40.79275,New York,Upper West Side
9067,-73.99703,40.74155,New York,Chelsea
9068,-73.96937,40.79626,New York,Upper West Side
9069,-73.98709,40.76686,New York,Clinton
9070,-73.9997,40.72355,New York,Soho
9071,-73.99735,40.74471,New York,Chelsea
9072,-73.9894,40.73867,New York,Flatiron District
9073,-73.99645,40.73184,New York,Greenwich Village
9074,-73.95212,40.77302,New York,Yorkville
9075,-73.97057,40.75616,New York,Midtown Center
9076,-74.01282,40.70235,New York,Financial District
9077,-73.86279,40.76846,Flushing,
9078,-73.99402,40.71552,New York,Chinatown
9079,-73.96013,40.77862,New York,Upper East Side
9080,-74.00496,40.72787,New York,Soho
9081,-73.93645,40.7107,Brooklyn,East Williamsburg
9082,-74.00774,40.70996,New York,Financial District
9083,-73.99738,40.75643,New York,Hells Kitchen
9084,-74.00177,40.73925,New York,West Village
9085,-73.9768,40.75997,New York,Midtown Center
9086,-73.99101,40.74538,New York,Chelsea
9087,-73.96764,40.80285,New York,Upper West Side
9088,-73.97393,40.75682,New York,Midtown Center
9089,-73.98369,40.75115,New York,Midtown South Central
9090,-73.97249,40.74923,New York,Murray Hill
9091,-73.9954,40.75952,New York,Clinton
9092,-73.95803,40.81072,New York,Morningside Heights
9093,-73.99662,40.73773,New York,Greenwich Village
9094,-73.99409,40.7286,New York,Noho
9095,-73.94832,40.7785,New York,Yorkville
9096,-73.96374,40.77108,New York,Upper East Side
9097,-73.95791,40.782,New York,Upper East Side
9098,-73.97511,40.76141,New York,Midtown Center
9099,-74.00294,40.70746,New York,Financial District
9100,-73.98099,40.75959,New York,Theater District-Times Square
9101,-73.98125,40.76075,New York,Theater District-Times Square
9102,-73.96594,40.76505,New York,Upper East Side
9103,-74.01582,40.71532,New York,Battery Park City
9104,0,0,,
9105,-73.94691,40.7759,New York,Yorkville
9106,-73.95362,40.76728,New York,Upper East Side
9107,-74.00829,40.7489,New York,Chelsea
9108,-73.96761,40.76036,New York,Midtown Center
9109,-73.991,40.7509,New York,Chelsea
9110,-73.97768,40.77692,New York,Lincoln Square
9111,-73.98458,40.77011,New York,Lincoln Square
9112,-73.97841,40.76239,New York,Midtown Center
9113,-73.98413,40.76971,New York,Clinton
9114,-73.98736,40.76049,New York,Theater District-Times Square
9115,-73.99844,40.76086,New York,Hells Kitchen
9116,-73.98126,40.7587,New York,Theater District-Times Square
9117,-73.97542,40.79039,New York,Upper West Side
9118,-73.97747,40.75829,New York,Midtown Center
9119,-73.97627,40.74807,New York,Murray Hill
9120,-73.98019,40.75926,New York,Midtown Center
9121,-73.98475,40.75658,New York,Theater District-Times Square
9122,-73.97813,40.78973,New York,Upper West Side
9123,-73.97105,40.79438,New York,Upper West Side
9124,-73.98972,40.73773,New York,Flatiron District
9125,-73.97544,40.75635,New York,Midtown Center
9126,-73.98658,40.73987,New York,Gramercy Park
9127,-73.99453,40.72535,New York,Noho
9128,-73.9698,40.76485,New York,Upper East Side
9129,-73.95273,40.78667,New York,East Harlem
9130,-73.97658,40.77994,New York,Upper West Side
9131,-73.94806,40.69774,Brooklyn,Bedford-Stuyvesant
9132,-73.99174,40.7512,New York,Chelsea
9133,-73.98681,40.77719,New York,Lincoln Square
9134,-73.98117,40.73404,New York,Gramercy Park
9135,-73.97808,40.75867,New York,Midtown Center
9136,-74.0067,40.73061,New York,West Village
9137,-73.97876,40.76228,New York,Clinton
9138,-73.97474,40.75655,New York,Midtown Center
9139,-73.98606,40.74616,New York,Midtown South Central
9140,-74.00581,40.74043,New York,Meatpacking District
9141,-74.0104,40.70827,New York,Financial District
9142,-73.95781,40.78218,New York,Upper East Side
9143,-73.96761,40.76874,New York,Upper East Side
9144,-73.95888,40.76824,New York,Upper East Side
9145,-73.96942,40.79831,New York,Upper West Side
9146,-73.98874,40.74684,New York,Midtown South Central
9147,-73.96003,40.77124,New York,Upper East Side
9148,-73.95856,40.76444,New York,Upper East Side
9149,-73.9864,40.73119,New York,East Village
9150,-73.95572,40.78048,New York,Upper East Side
9151,-73.99219,40.72119,New York,Lower East Side
9152,-73.98919,40.75348,New York,Garment District
9153,-73.9894,40.71967,New York,Lower East Side
9154,-73.97575,40.75508,New York,Midtown Center
9155,-73.96431,40.76758,New York,Upper East Side
9156,-73.99724,40.75379,New York,Hells Kitchen
9157,-73.95048,40.79316,New York,East Harlem
9158,-73.99207,40.72543,New York,East Village
9159,-73.99087,40.7558,New York,Garment District
9160,-73.9667,40.80402,New York,Upper West Side
9161,-73.98167,40.72128,New York,East Village
9162,-73.98431,40.74491,New York,Midtown South Central
9163,-73.9715,40.7566,New York,Midtown Center
9164,0,0,,
9165,-73.95943,40.77121,New York,Upper East Side
9166,-73.96028,40.76539,New York,Upper East Side
9167,-73.99652,40.76073,New York,Clinton
9168,-73.99594,40.74385,New York,Chelsea
9169,-73.98538,40.76313,New York,Theater District-Times Square
9170,-73.964,40.80795,New York,Morningside Heights
9171,-74.00385,40.73346,New York,West Village
9172,-73.95356,40.77117,New York,Upper East Side
9173,-73.95382,40.77098,New York,Upper East Side
9174,-73.98118,40.75375,New York,Midtown Center
9175,-73.98171,40.73922,New York,Kips Bay
9176,-73.98002,40.76645,New York,Clinton
9177,-73.98187,40.7336,New York,Gramercy Park
9178,-73.99748,40.72454,New York,Soho
9179,-74.00853,40.71176,New York,Tribeca
9180,-73.96071,40.77142,New York,Upper East Side
9181,-73.98657,40.75791,New York,Theater District-Times Square
9182,-73.97853,40.74504,New York,Kips Bay
9183,-74.01409,40.70423,New York,Financial District
9184,-73.95646,40.77529,New York,Yorkville
9185,-73.96445,40.80326,New York,Morningside Heights
9186,-73.92247,40.65381,Brooklyn,East Flatbush
9187,-73.945,40.70786,Brooklyn,East Williamsburg
9188,-73.95646,40.76789,New York,Upper East Side
9189,-73.97953,40.78475,New York,Upper West Side
9190,-73.93639,40.80293,New York,East Harlem
9191,-73.9951,40.76968,New York,Clinton
9192,-73.96215,40.71606,Brooklyn,Williamsburg
9193,-73.95218,40.78056,New York,Yorkville
9194,-73.88433,40.8506,Bronx,Belmont
9195,-73.97972,40.76313,New York,Clinton
9196,-74.01654,40.7096,New York,Battery Park City
9197,-73.98101,40.75061,New York,Midtown South Central
9198,-73.86899,40.85774,Bronx,Allerton
9199,-73.98271,40.74856,New York,Midtown South Central
9200,-73.99227,40.72135,New York,Lower East Side
9201,-73.98493,40.73948,New York,Gramercy Park
9202,0,0,,
9203,-73.95103,40.78289,New York,Upper East Side
9204,-73.9788,40.78339,New York,Upper West Side
9205,-73.96666,40.77011,New York,Upper East Side
9206,-73.97889,40.76419,New York,Clinton
9207,-74.00399,40.7501,New York,Chelsea
9208,-73.97505,40.76358,New York,Midtown Center
9209,-73.97942,40.72507,New York,East Village
9210,-73.96147,40.81313,New York,Morningside Heights
9211,-73.96802,40.79962,New York,Upper West Side
9212,-73.978,40.75754,New York,Midtown Center
9213,-74.00052,40.71109,New York,Two Bridges
9214,-73.97449,40.74878,New York,Murray Hill
9215,-73.96872,40.76072,New York,Midtown Center
9216,-73.98929,40.7231,New York,Lower East Side
9217,-73.97628,40.78059,New York,Upper West Side
9218,-73.98468,40.70206,Brooklyn,Vinegar Hill
9219,-73.97625,40.79523,New York,Upper West Side
9220,-73.97969,40.74054,New York,Kips Bay
9221,-73.97273,40.74998,New York,Murray Hill
9222,-73.98603,40.75317,New York,Garment District
9223,-74.00761,40.74309,New York,Chelsea
9224,-73.98983,40.74139,New York,Flatiron District
9225,-73.95565,40.77947,New York,Upper East Side
9226,-73.90852,40.88397,Bronx,Riverdale
9227,-73.97968,40.76048,New York,Midtown Center
9228,-73.9716,40.76345,New York,Midtown Center
9229,-73.98556,40.75166,New York,Midtown South Central
9230,-73.86562,40.77089,Flushing,
9231,-73.98867,40.74862,New York,Chelsea
9232,-73.9933,40.72253,New York,Nolita
9233,-73.98763,40.73913,New York,Flatiron District
9234,-74.00728,40.74172,New York,Meatpacking District
9235,-73.98813,40.75653,New York,Theater District-Times Square
9236,-74.00553,40.709,New York,Financial District
9237,-73.98471,40.71308,New York,Lower East Side
9238,-73.98897,40.73143,New York,Greenwich Village
9239,-73.95643,40.81323,New York,Morningside Heights
9240,-73.99109,40.76025,New York,Clinton
9241,-73.9778,40.78758,New York,Upper West Side
9242,-73.98578,40.75502,New York,Theater District-Times Square
9243,-74.00561,40.71802,New York,Tribeca
9244,-74.00536,40.75104,New York,Chelsea
9245,-73.9273,40.76466,Astoria,Astoria
9246,-73.98622,40.73378,New York,Gramercy Park
9247,-73.97421,40.76326,New York,Midtown Center
9248,-73.99099,40.76094,New York,Clinton
9249,-73.96979,40.7899,New York,Upper West Side
9250,-73.87067,40.77388,Flushing,East Elmhurst
9251,-74.00166,40.73563,New York,West Village
9252,-73.99189,40.74394,New York,Midtown South Central
9253,-73.9994,40.72333,New York,Soho
9254,-73.9459,40.81536,New York,Harlem
9255,-73.9809,40.76914,New York,Lincoln Square
9256,-73.97688,40.75651,New York,Midtown Center
9257,-74.00699,40.70574,New York,Financial District
9258,-73.98758,40.73554,New York,Gramercy Park
9259,-73.95672,40.77804,New York,Upper East Side
9260,-73.99739,40.73761,New York,Chelsea
9261,-73.90937,40.77518,Astoria,Ditmars Steinway
9262,-73.92363,40.75469,Long Island City,Astoria
9263,-73.99379,40.73625,New York,Greenwich Village
9264,-73.98667,40.76132,New York,Theater District-Times Square
9265,-73.97362,40.76279,New York,Midtown Center
9266,-73.98003,40.73347,New York,Stuyvesant Town
9267,-73.99916,40.73403,New York,Greenwich Village
9268,-73.974,40.75354,New York,Midtown Center
9269,-73.97714,40.75956,New York,Midtown Center
9270,-73.99259,40.75249,New York,Garment District
9271,-73.95191,40.77359,New York,Yorkville
9272,-73.97684,40.75888,New York,Midtown Center
9273,-73.99495,40.75938,New York,Hells Kitchen
9274,-73.98503,40.75002,New York,Koreatown
9275,-74.00989,40.71585,New York,Tribeca
9276,-73.78179,40.64444,Jamaica,
9277,-74.01128,40.71372,New York,Tribeca
9278,-73.97032,40.75425,New York,Turtle Bay
9279,0,0,,
9280,-73.95735,40.77164,New York,Upper East Side
9281,-73.98732,40.76098,New York,Clinton
9282,-73.97115,40.782,New York,Central Park
9283,-73.95101,40.7697,New York,Upper East Side
9284,-73.98213,40.75775,New York,Theater District-Times Square
9285,-73.97362,40.76479,New York,Central Park
9286,-73.9912,40.75007,New York,Chelsea
9287,-73.9889,40.75859,New York,Clinton
9288,-73.96437,40.58202,Brooklyn,Brighton Beach
9289,-73.98788,40.69533,Brooklyn,Downtown Brooklyn
9290,-73.99018,40.75633,New York,Theater District-Times Square
9291,-74.01355,40.71497,New York,Battery Park City
9292,-73.93055,40.85701,New York,Washington Heights North
9293,-73.95412,40.76737,New York,Upper East Side
9294,-73.99159,40.73876,New York,Flatiron District
9295,-73.9847,40.76455,New York,Clinton
9296,-73.94987,40.7933,New York,East Harlem
9297,-73.97575,40.74445,New York,Kips Bay
9298,-74.00759,40.7429,New York,Chelsea
9299,-73.96438,40.76468,New York,Upper East Side
9300,-73.80183,40.70588,Jamaica,Jamaica
9301,-74.00498,40.75128,New York,Chelsea
9302,-73.95355,40.76666,New York,Upper East Side
9303,-73.96255,40.80553,New York,Morningside Heights
9304,-74.0017,40.73372,New York,West Village
9305,-73.99136,40.74994,New York,Chelsea
9306,-73.99092,40.7507,New York,Chelsea
9307,-73.95642,40.76326,New York,Upper East Side
9308,-74.00086,40.72904,New York,Greenwich Village
9309,-73.96831,40.75565,New York,Turtle Bay
9310,-73.98664,40.71087,New York,Lower East Side
9311,-73.94589,40.79954,New York,East Harlem
9312,-73.98412,40.75753,New York,Theater District-Times Square
9313,-74.01141,40.71476,New York,Tribeca
9314,-73.79014,40.65471,Jamaica,
9315,-73.9747,40.75691,New York,Midtown Center
9316,-73.98067,40.74698,New York,Murray Hill
9317,-74.00225,40.72473,New York,Soho
9318,-73.98328,40.6969,Brooklyn,Downtown Brooklyn
9319,-74.00706,40.7184,New York,Tribeca
9320,-73.98774,40.76875,New York,Clinton
9321,-73.98104,40.75032,New York,Midtown South Central
9322,-73.99659,40.7234,New York,Nolita
9323,-73.96897,40.75898,New York,Midtown Center
9324,-73.97849,40.74125,New York,Kips Bay
9325,-73.9935,40.72146,New York,Lower East Side
9326,-73.99478,40.7503,New York,Chelsea
9327,-74.01079,40.70939,New York,Financial District
9328,-73.98371,40.77369,New York,Lincoln Square
9329,-73.97843,40.75758,New York,Midtown Center
9330,-73.98109,40.77137,New York,Lincoln Square
9331,-73.97639,40.76004,New York,Midtown Center
9332,-73.97438,40.73999,New York,Kips Bay
9333,-73.99829,40.72612,New York,Greenwich Village
9334,-73.98326,40.76713,New York,Clinton
9335,-73.99778,40.72422,New York,Soho
9336,-73.95408,40.76387,New York,Upper East Side
9337,-74.00949,40.71307,New York,Tribeca
9338,-73.91773,40.76517,Astoria,Astoria
9339,-73.9894,40.73417,New York,Greenwich Village
9340,-73.97065,40.76422,New York,Upper East Side
9341,-73.91646,40.87134,New York,Inwood
9342,-73.97035,40.76795,New York,Central Park
9343,-74.00951,40.71525,New York,Tribeca
9344,-73.97507,40.74156,New York,Kips Bay
9345,-73.98792,40.74402,New York,Midtown South Central
9346,-73.97034,40.75544,New York,Turtle Bay
9347,-73.98749,40.7215,New York,Lower East Side
9348,-73.93545,40.79592,New York,East Harlem
9349,-73.95592,40.63907,Brooklyn,Flatbush-Ditmas Park
9350,-73.98212,40.74742,New York,Midtown South Central
9351,-73.98519,40.74529,New York,Midtown South Central
9352,-73.97931,40.73106,New York,Stuyvesant Town
9353,-73.99927,40.67541,Brooklyn,Carroll Gardens
9354,-73.97902,40.73632,New York,Gramercy Park
9355,-73.96474,40.77159,New York,Upper East Side
9356,-73.99369,40.74916,New York,Chelsea
9357,-73.99566,40.76385,New York,Clinton
9358,-73.95494,40.76738,New York,Upper East Side
9359,-73.96666,40.70761,Brooklyn,Williamsburg
9360,-73.97285,40.74862,New York,Murray Hill
9361,-74.18617,40.69835,Newark,
9362,-74.00684,40.75193,New York,Chelsea
9363,-73.97711,40.75216,New York,Midtown Center
9364,-73.98159,40.76363,New York,Clinton
9365,-73.99534,40.74991,New York,Chelsea
9366,-73.97008,40.75481,New York,Turtle Bay
9367,-73.95552,40.76753,New York,Upper East Side
9368,-73.98786,40.7381,New York,Gramercy Park
9369,-73.98625,40.73442,New York,Gramercy Park
9370,-73.97663,40.78054,New York,Upper West Side
9371,-73.95258,40.68903,Brooklyn,Bedford-Stuyvesant
9372,-73.9725,40.78107,New York,Upper West Side
9373,-73.98297,40.76531,New York,Clinton
9374,-73.96674,40.60593,Brooklyn,Sheepshead Bay
9375,-73.98849,40.74883,New York,Chelsea
9376,-73.97407,40.7523,New York,Midtown Center
9377,-73.98886,40.72704,New York,East Village
9378,-73.98495,40.74182,New York,Kips Bay
9379,-73.89962,40.81411,Bronx,Longwood
9380,-73.99752,40.72206,New York,Soho
9381,-73.95356,40.77928,New York,Yorkville
9382,-73.98758,40.73845,New York,Gramercy Park
9383,-73.97291,40.75856,New York,Midtown Center
9384,-73.98099,40.75425,New York,Midtown Center
9385,-73.98773,40.77041,New York,Lincoln Square
9386,-73.93237,40.74084,Long Island City,Sunnyside
9387,-73.97867,40.75053,New York,Murray Hill
9388,-73.98935,40.75151,New York,Garment District
9389,-73.88371,40.74758,Jackson Heights,Elmhurst
9390,-73.96219,40.77476,New York,Upper East Side
9391,-74.00836,40.7099,New York,Financial District
9392,-73.99315,40.76274,New York,Clinton
9393,-73.99721,40.74389,New York,Chelsea
9394,-74.01058,40.71118,New York,Financial District
9395,-73.97164,40.75066,New York,Turtle Bay
9396,-73.97177,40.75358,New York,Turtle Bay
9397,-74.01217,40.71694,New York,Tribeca
9398,-73.99981,40.72716,New York,Greenwich Village
9399,-73.98293,40.75606,New York,Midtown Center
9400,-73.99121,40.75059,New York,Chelsea
9401,-74.00351,40.70728,New York,Financial District
9402,-73.98913,40.7436,New York,Midtown South Central
9403,-73.95718,40.76636,New York,Upper East Side
9404,-73.99228,40.72538,New York,Noho
9405,-73.97167,40.79225,New York,Upper West Side
9406,-73.97522,40.75823,New York,Midtown Center
9407,-74.00373,40.74754,New York,Chelsea
9408,-73.95453,40.77753,New York,Yorkville
9409,-73.98913,40.73908,New York,Flatiron District
9410,-73.96053,40.76158,New York,Upper East Side
9411,-73.94346,40.79892,New York,East Harlem
9412,-73.97546,40.78209,New York,Upper West Side
9413,-73.95281,40.77233,New York,Upper East Side
9414,-73.98991,40.74822,New York,Chelsea
9415,-73.99153,40.72724,New York,Noho
9416,-73.98431,40.75797,New York,Theater District-Times Square
9417,-73.99702,40.7142,New York,Chinatown
9418,-73.99223,40.74408,New York,Chelsea
9419,-74.00305,40.73902,New York,West Village
9420,-73.94945,40.77299,New York,Yorkville
9421,-73.98478,40.747,New York,Midtown South Central
9422,-73.97172,40.76566,New York,Upper East Side
9423,-73.98758,40.74398,New York,Midtown South Central
9424,-73.99133,40.75513,New York,Garment District
9425,-73.97528,40.75252,New York,Midtown Center
9426,-73.99447,40.7664,New York,Clinton
9427,-73.98878,40.72097,New York,Lower East Side
9428,-73.98015,40.72698,New York,East Village
9429,-73.99579,40.76411,New York,Clinton
9430,-73.95478,40.65238,Brooklyn,Prospect Lefferts Gardens
9431,-73.9745,40.76219,New York,Midtown Center
9432,-73.96183,40.77972,New York,Central Park
9433,-73.952,40.77327,New York,Yorkville
9434,-73.98933,40.73683,New York,Flatiron District
9435,-74.01402,40.71685,New York,Battery Park City
9436,-73.98477,40.75776,New York,Theater District-Times Square
9437,0,0,,
9438,-73.97981,40.73344,New York,Stuyvesant Town
9439,-73.97445,40.75086,New York,Midtown Center
9440,-73.98234,40.74911,New York,Midtown South Central
9441,-73.99484,40.75014,New York,Chelsea
9442,-73.98549,40.77311,New York,Lincoln Square
9443,-73.99145,40.59013,Brooklyn,Gravesend
9444,-73.96969,40.75204,New York,Turtle Bay
9445,-73.95849,40.77576,New York,Upper East Side
9446,-73.96522,40.76322,New York,Upper East Side
9447,-73.95428,40.76702,New York,Upper East Side
9448,-73.99252,40.75598,New York,Garment District
9449,-73.80859,40.68849,Jamaica,South Ozone Park
9450,-73.98184,40.7424,New York,Kips Bay
9451,-74.01396,40.7096,New York,Financial District
9452,-73.953,40.78259,New York,Upper East Side
9453,-73.9429,40.78586,New York,East Harlem
9454,-73.98155,40.72918,New York,East Village
9455,-73.97681,40.78258,New York,Upper West Side
9456,-74.0148,40.63039,Brooklyn,
9457,-73.95786,40.77936,New York,Upper East Side
9458,-73.94691,40.83572,New York,Washington Heights South
9459,-73.99977,40.74591,New York,Chelsea
9460,-73.98951,40.75959,New York,Clinton
9461,-73.98134,40.75967,New York,Theater District-Times Square
9462,-73.99116,40.75376,New York,Garment District
9463,-73.99265,40.75386,New York,Garment District
9464,-73.97162,40.75411,New York,Turtle Bay
9465,-73.99174,40.7175,New York,Chinatown
9466,-73.95343,40.78121,New York,Upper East Side
9467,-73.97705,40.68334,Brooklyn,Prospect Heights
9468,-73.95864,40.76858,New York,Upper East Side
9469,-74.00721,40.74256,New York,Chelsea
9470,-74.01304,40.71598,New York,Battery Park City
9471,-73.97695,40.74856,New York,Murray Hill
9472,-73.99317,40.72272,New York,Nolita
9473,-73.9559,40.67003,Brooklyn,Crown Heights
9474,-73.96684,40.76003,New York,Turtle Bay
9475,-73.87092,40.77396,Flushing,East Elmhurst
9476,-73.96433,40.80733,New York,Morningside Heights
9477,-74.00165,40.70982,New York,Financial District
9478,-73.95085,40.71098,Brooklyn,East Williamsburg
9479,-73.85571,40.67199,Howard Beach,Lindenwood
9480,-73.97394,40.74735,New York,Murray Hill
9481,-73.98127,40.72906,New York,East Village
9482,-73.92269,40.82665,Bronx,East Concourse-Concourse Village
9483,-73.9586,40.77788,New York,Upper East Side
9484,-73.98973,40.68874,Brooklyn,Boerum Hill
9485,-73.97505,40.75632,New York,Midtown Center
9486,-73.96117,40.71131,Brooklyn,Williamsburg
9487,-73.95419,40.78478,New York,Upper East Side
9488,-73.98563,40.76199,New York,Theater District-Times Square
9489,-73.89725,40.90633,Bronx,North Riverdale
9490,-74.00531,40.74507,New York,Chelsea
9491,-73.9935,40.7585,New York,Hells Kitchen
9492,-73.96634,40.76192,New York,Upper East Side
9493,-73.91653,40.67613,Brooklyn,Bedford-Stuyvesant
9494,-73.94889,40.78363,New York,Yorkville
9495,-73.97744,40.78232,New York,Upper West Side
9496,-73.98123,40.75706,New York,Midtown Center
9497,-73.95992,40.77966,New York,Upper East Side
9498,-73.99077,40.77123,New York,Clinton
9499,-73.98529,40.7437,New York,Midtown South Central
9500,-73.94878,40.77491,New York,Yorkville
9501,-73.98077,40.76411,New York,Clinton
9502,-73.97925,40.74619,New York,Kips Bay
9503,-73.97554,40.73309,New York,Stuyvesant Town
9504,-73.97059,40.7617,New York,Midtown Center
9505,-73.98167,40.76754,New York,Clinton
9506,-73.99402,40.72715,New York,Noho
9507,-73.97503,40.66883,Brooklyn,Park Slope
9508,-74.00803,40.74829,New York,Chelsea
9509,-73.91155,40.84377,Bronx,Mount Hope
9510,-73.9936,40.74193,New York,Flatiron District
9511,-73.93282,40.69881,Brooklyn,Bushwick
9512,-73.97919,40.68331,Brooklyn,Boerum Hill
9513,-73.9222,40.76054,Astoria,Astoria
9514,-73.98032,40.78583,New York,Upper West Side
9515,-73.99138,40.74316,New York,Midtown South Central
9516,-73.97762,40.73817,New York,Kips Bay
9517,-73.99319,40.75255,New York,Garment District
9518,-73.97584,40.79167,New York,Upper West Side
9519,-73.97386,40.76343,New York,Midtown Center
9520,-74.00422,40.72977,New York,West Village
9521,-73.97732,40.78457,New York,Upper West Side
9522,-73.97492,40.6755,Brooklyn,Park Slope
9523,-73.98314,40.76678,New York,Clinton
9524,-73.98275,40.76566,New York,Clinton
9525,-73.96647,40.7646,New York,Upper East Side
9526,-74.00379,40.72231,New York,Soho
9527,-73.95541,40.77699,New York,Upper East Side
9528,-73.98589,40.76768,New York,Clinton
9529,-73.96253,40.7723,New York,Upper East Side
9530,-73.97254,40.75693,New York,Midtown Center
